;target;text
527966;0;so I'm working on redesigning my website, cisco.tannerezell.com to move away from a rather bland theme, but I realize now, I'm no web guy 
528156;0;Just talked to her mom.. Thank god at least phone does work!!!! -since yesterday Mobile network is totally down- 
528253;0;is nerding it up with some iphone apps... work? Psshaw! (After lunch is going to be mayhem...  )
528557;0;@guybatty not bad thanks - just nice not to have to go to work but did look at my emails 
528650;0;@androinica Have you heard of a problem with the HTC Magic where the g-sensor stops working?? Mine now wont rotate the screen 
528663;0;I'm hungry but waiting for S before I put the dinner on - He's not even phoned yet to say he's on his way home from work! 
528806;0;is getting annoyed at mobile twitter. Why or why is it not workin on my phone properly 
528873;0;Laying in bed. Johns at work  work at 5 (gross) phones bein gay! BORED!
529320;0;internet is so lame at the minute, good job craigslist doesn't take up much bandwidth applied for loads of jobs again  come on toronto
529357;0;is back @ work and has nothing to do because my phone died 
529479;0;I hate work! Almost had the day off, but I didn't answer the phone!!! FML!!! I'm tired!!! 
529481;0;@zenbitch I'm on a Mac at home and can't install things on my PC at work.  I can look for a list for you, if you'd like.
530515;0;@omgitsafox TinyPic is blocked here too   TwitPic works, tho, or I can DM you my email addy.
531418;0;my iphone isn't working and i bought it at an apple retail store. do i talk to apple or attandt? I'm getting the run-around and NO answers. 
532254;0;Back at TEC, just had lunch and now working in Proyect, my PC is still broken... 
532692;0;Figured out why I wasn't getting business calls. The phone was unplugged. BIG WHOOOOOOPS. 
532736;0;sad that twitter won't work on my phone 
532763;0;step 3:  next time don't forget to pay phone bill   my poor neglected phone is not working at the moment
533398;0;Twitter isnt working for my phone... crap 
534100;0;At work thinking about new iphone. To bad my company doesn't allow cell phones with cameras. Ugh 
534942;0;omg my internet has not been working for 2 days,i was lost without twitter  i am really addictted to twitter 
535247;0;not even a day's break  back to work... *sigh* well time for my daily website rounds
535306;0;My phone isn't working with twitter or text messages or somethign 
535335;0;oh shit.. my iphone twitterific still doesnÂ´t work after the update...  
535452;0;@edmenendez: I'm not doing the website anymore now.  but Ill mention it to my coworker. thanks!
535774;0;is missing her computer at work. A pilot took it over. C'mon man. I got an email to respond to here! 
535972;0;@Newsweek that live twitter didn't work for me, sorry. i thought your acct was hacked. better stick to web content updates. about 2 unsub 
536240;0;really tired today i want to sleep but i like my internet nearby it wnt work in my room anymore 
536971;0;So looks like I have some follow up website work to do from this meeting today. I should probably start on it since I can't row tonight 
537469;0;@butterflyylost had an epiphany re: 'love life' while reading a book on programming. Save for moments w/ peeps + job, life = shambles. 
537621;0;I cant wait until my new and fully functioning phone arrives...only 2-3 more business days 
537898;0;@toodamnninja I hate to say it but im a PC then PS3 man. TF2 doesnt really work on console 
538435;0;Last night was pretty chill, the only thing that sucked is that my phone isnt working anymore. 
538591;0;at work! i'm hungry!  i wanna have dinner! boooo!!!! and my cellphone says : LOW BATERY every 5 seconds.. i hate my day so far!
538999;0;Have missed 2 full days of twittering b/c I can't get the app on my iphone to work.    need to look into that.
539006;0;apparently tweets from my cell phone don't work no more  i finally got permission to go to Santiago!! yay!!
539205;0;@drusenko :  Thanks for the tweet!  Can you send me your email?  Things haven't been working right for a while and I'm frustrated.  
540156;0;@nick_carter but your website doesn't work... 
540657;0;@pizzocalabro I went to both the country and the public library websites and they don't have any shelving positions available 
540662;0;@geefunk Ha! I can't look up anything fun online while I'm at work. Only client websites. Was it announced today? I'm so behind! 
540753;0;Workin on updating my music and loading up the iphone, gonna be a long day at work tomorrow 
540767;0;still phoneless  off to hang with @anderson_eric. if you so wish to speak to me...call his mobile! it works!
541879;0;Trying to download the latest version of @tweetdeck to test syncing with iPhone, but website not working 
541975;0;Still working on the website, it isn't moving hosting as expected.  
542050;0;@natigarino I tried to send the files to you but it doesn't work. It too much for an email. Sorry.... 
542367;0;"Ok. Tired and wasted lots of time on this phone, so still bunches of work to do b4 the AM  &lt;~Tam&gt;"
543510;0;twitterfox isnt working  neither is facebook. ugh my internet is such a fail whale. i'm watching skins though, so it's not all bad.
543781;0;@badwebsites oh, n u just got busted by @EscortTaylor lol. K, back 2 day/nite job now: articles 2 write, polls 2 compile, news 2 post... 
544399;0;From a few tweets, it appears that Tweetdeck app for iPhone is a winner.  Too bad I have to get a Blackberry Curve for work. 
546009;0;@gremolata thank you so much for the tix to Food Inc on the 15th! sadly i was without internet, thanks to work issues and missed it 
546095;0;@LondonJ08 have been without the internet for almost 48 hours thanks to work being disorganized - sorry for the unexplained absence 
546923;0;wish I knew why Yahoo email quit working on the Email app on my Moto Q... 
547117;0;im so upset  i want to videotape me on my stripper pole and my webcam isnt working?!? like that photobooth thing wont open..who has a mac?
548019;0;phone is notttt working  1st bad experience with the iphone
548389;0;Phone hasn't been workin  was at the mall all day!!! I even had to use a fuckin pay phone fml. Lol.
548437;0;@toxiccupcakeCxC does ur bbm still work even though u hv a new phone ??? 
548551;0;my phone doesn't work  i'm really sad now
549006;0;so i haven't gotten twitter updates on my phone all day..i need to fix that. heck, idk if me texting an update is even working..  nighttt.
550715;0;internets not work. using dads laptop for like 5 mins gahhh idk y its not working!!! WORKK INTERNET 
551894;0;Carinthia is so fuckin boring!and twitter doesnt work on my phone 
551982;0;@cassieinabox hi. I miss you too. My phone doesn't work here 
552270;0;twitter is pissing me off completly!! apparently my phone no longer works for tweets. 
552530;0;Rumours OS 3 being released when Apple employees get into work (9am). Therefore 5pm uk time 
553185;0;has received too many emails with attached work to do 
553892;0;My birthday today. Family are being lovely. Sadly virus on PC means whole day sitting with IT. 3am start tomorrow, business trip Malta 
553935;0;@Joe_Nuttall  i tried listening to Sherlock Holmes stories but he didn't help with email either  had to turn him off and work in silence.
554085;0;Morning all how is everyone doing? Cant wait for transformers to come out but 1st have to work on new websites! work work work today 
554159;0;is sad that her router isn't working so her laptop doesn't hook up to the internet right now 
554569;0;PC running like a bag of s**t this morning - I hate PCs!  I wish I could use a Mac at work 
555708;0;peeps on twitter are saying that iphone 3.0 will be released at 10am tomorrow Pacific. sucks since I'll be at work 
555848;0;Home from work, day two. Updating a client's website in between trying to rest and regain some energy. Retaining water like whoa. 
555919;0;@Galiiit the website should be working soon. at least i hope so 
556553;0;extremely tired after rubbish night's sleep, lots of physical labour yesterday, have to stay upright for 3 hrs of @sheensharing webinar 
556606;0;yea well i fell over and cut my knee  then my phone stopped working :@
556847;0;To all who asked: got router working, it ran everything, supposedly network ok. But internet won't work thru it, only direct from modem 
557893;0;@TheDarrenxshow yep, all it needs is more features! And all I need to do is figure out why the desktop client is not working on my PC!! 
558405;0; no 3.0 yet, and i gotta leave for work. guess i'll hafta beg/borrow/steal to get internet access for my laptop when 3.0 does get outed.
559039;0;@habzamaphone naps are good but unfortunately for me their frowned upon if taken at work 
559128;0;@ work.....feelin a bit peckish.....still missin ma baby  less than 20 seconds ago from web
559289;0;@Dr_Touch Well i tried it in Firefox and it worked fine, still in Review tho 
559755;0;@Charlieks Me too. Obviously heh. Im so tired right now. And youtube is currently being faggy and not working properly on my phone 
559990;0;@susiebubble Your emails are not working it seems  x
560254;0;Sunburnt and super sad i wirinw phone would work 
560888;0;@hezmcfly haha same. in college so cant be bothered to do the work! and most websites are blocked =/   xxx
561760;0;at work - its the open day and im in the office doing more emails and addmissions stuff - wanna be out with the new students 
562411;0;Yay 2 test today! NOT! And to top it off my damn internet aint workin, FML 
562486;0;I'm addicted to Twitter, I relied on my phone to help me be nosey but still get my work done. Uh Oh systems is going to report me today 
562926;0;@CrisiLouise just a shandy have lots of work to do this afternoon  but I am having a chili sausage
563346;0;"still no news from THAT university about the job...  emailed their HR department on Friday... maybe hear from them in another month?? ;)"
563381;0;@lomolibertine cuz when i switched I remained on the iphone tarrif  cool stuff like mms and internet and voicemail wouldnt work.
563507;0;@caitymay Not 4 me, 4 1 of the reps @ the company I work for  Got ur msg, but was too knackered 2 phone back. Not home til midnight 2night
563567;0;My iphone is broken  Am most aggrieved... Also it's going to take 14 working days to come home... Poor me!
563844;0;Computer assembled. Win7 installed. Works well so far. Can't get wireless network going with airport card in mac. No internets on new pc 
564269;0;I woke up expecting the iPhone 3.0 firmware to be available but it's not. Where is it Apple? I gotta go to work soon.. 
564794;0;"Google G1 has packed up; lasted 3 months; stopped working! The T-Mobile customer service was ok, to be fair. Im now back to the CrapBerry "
564888;0;crap crap crap... i forgot to plug my iphone into the comptuer this morning... now i have to wait till after work to get 3.0 
565157;0;dance today oh snap! rember to check me out on blogtv tonight. twitters not working on my phone 
565487;0;@chaundra_rae whats ur number again? lol.. Man. Tmobile sux. My phone isnt working right now 
565606;0;waiting for my email to work again  honestly it is doing my head in.
565624;0;I live in San Francisco and cannot get my wireless internet to work in my apartment ..sitting at starbucks doing international conf call 
566212;0;@Amy2boys Yeah, I'm lame. No cam or phone cam. Its shiny with circles all over it. Too bad I'm at work and not an actual party. 
566511;0;my internet connection doesnt work any more on my pc, i miss it 
566514;0;I'm so sad...left my cell phone at home.  All day at work without it 
567402;0;sorry for the lack of twitterness over the last while. the application on my phone isnt working 
567443;0;no phone  ughh going to work today !!!!!  this completely suckss big onesss -.-
567582;0;twitter is still not working on my phone  what will entertain me at work? jasooon fix it pleassssse
567744;0;Wireless internet isnt working cause...long story. but what u need to know is im stuck in the basement on the slowest comp ever 
568087;0;@frak sorry mikey was answering the office phone andd workin on @McSquiddy seems @queen_of_tarts has been stood up 
569286;0;Getting mad that Twitter won't work on my phone 
569470;0;@girlrokkstarr I am behaving too.... My work email is outrageous 
569630;0;@sandkatt Lucky! I want one so bad! I just can't see myself spending that much for just speakers... I wanna work for Apple! 
570361;0;@noelthevenet Kindle does not work in Europe. These made up internet borders are super annoying 
570612;0;Still working on re-enabling stationaries for everybody. Ran into complicated issue  You may still use http://beta.webmail.aol.com though
570678;0;work email is broken   - as for other bad news, someone got burned and sent to the hospital this morning
571357;0;@thornet that's what I miss about San Francisco. The regular culinary gatherings of people who work for various parts of the internets 
571514;0;@JasonBradbury I am still waiting for my phone network to make the update for the N96 available.  Other networks have it.  
571653;0;The Evo is very very poorly  New AYC pump required. Ouchorama. Anyone need any programming or project management work done?
572065;0;@andypiper No...the workshop was canceled. Not sure why it's still on the website. 
572627;0;iphone leftlower  touch won't work  so can't use phone  and switch to number.  Updating software now. Hope it's not a hardware problem.
572823;0;Lost half the day email editing. Have to do some housework now 
573490;0;@carpeweb I wish I could!  Its a nonstop day for me inside at work 
573512;0;internet at work is slow... sadly this is somewhat commonplace 
574218;0;Alright so i'm headed back to work. So tired of ignorant iPhone 3GS questions! Read about it on the website people! Fuck! 4 Hrs left! 
574515;0;my work life is just broken, in my last 3 weeks before leave, sick for 1 week, email broken for 1 week, NOW vpn needs a manual fix  
574532;0;i finally got my internet working, but whenever i try to go to facebook, it says ACCESS DENIED!!  i will be on gtalk though!
574720;0;3.0 installd but iTunes store can't cope and won't respond! Got an expensive brick till i can get Apple's blessing to make it work grrr 
574895;0;@NickyBravo my phone doesn't work  no www, no texts, and some error message about GPRS keeps popping up. . . help?
575039;0;Widescreen email is excellent on iPhone now. A lot of apps don't  support it tho. Like twitterfon. At least it works unlike Tweetdeck 
575477;0;*Not* upgrading to iPhone OS 3.0 as @iphonemms doesn't work. Apple won't approve the latest version 
575622;0;@richard4481 my iphone updates not working 
575628;0;@iPTIB yes, having a cannot access itunes store issue and in the meantime my phone doesn't work 
576020;0;@MetalHaze dude @sigsegfalt and I were just discussing this very thing, I don't think tethering will work on the 2G phones 
576159;0;stupid update for my iphone wont work 
576628;0;Is in utter shock and speech less from an email I just received at work      Wow!
576708;0;did the iphone 3.0 update just break my iphone? my sim card works on my other phones 
576751;0;It was because style['z-index']  With style.zIndex the z-sorting now works on Firefox 3.5 and Opera. http://bit.ly/jcU9F http://bit.ly/s9gAG
577103;0;@ItsOnAlexa i'm going to miss it  i have to work.
577531;0;At home doing the new Iphone OS 3.0 update! So excited to play with the new software! just mad that MMS and tether doesnt work 
577604;0;oh my god I'm jealouse! all this nght I tried to put 3.0 on my Iphone but it doesn't work!  grrrrrrr
577818;0;@macsolutionsbar How's yours working? My phone is glitchy as all hell.. 
577939;0;i wanna know why @dishnetwork is charging me extra for not having a phone line at home..this makes me sad 
577949;0;good news, iphone 3 update installed, bad news, most of my apps don't work! and stuck in 'agree to terms' app stored updt cycle of hades 
577950;0;"@BleepBloopJeff OMGOSH, I CANNOT WAIT!!! ;D i'm so depressed, cuz I used 2 have Worms on my old cell phone (n-gage) but it works no more! "
578550;0;@thedinnerlady I have wine! all is good (no phone call from job interview  )
578759;0;Just got an email about a job in Germany but I can't take it now 
578772;0;Just figured out CalDav on iPhone OS 3.0 - Google Cal showing up in Calendar - cannot get Group calendars to work though 
580001;0;@dunwan2 man, i know. sucks bigtime.  and im trying it thru the mobile web, but it isn't working. Gah.
580128;0;scanning and cleaning sketches -- some green tea helps -- Opera Unite services are stopping working quite often, too bad 
580832;0;thinking that the iTunes update may be an overnight job... I hate being without my phone for this long!! 
0;2;Pak PM survives removal scare
1;2; but court orders further probe into corruption charge. 
2;2;Supreme Court quashes criminal complaint against cricketer for allegedly depicting himself as on magazine cover.
3;2;Art of Living's fights back over Yamuna floodplain damage
4;2; livid. 
5;2;FCRA slap on NGO for lobbying...But was it doing so as part of govt campaign? 
6;2;Why doctors
7;2; pharma companies are opposing names on 
8;2;Why a bicycle and not a CM asked. His officer learnt ground reality -- and  a dip in a river. 
9;2;It's 2017. making law to ban And MHA is sitting on draft. 
10;2;Rivals govts unite to act against sex-determination tests. 
11;2;Haryana peasants demand justice for right to cattle trade. 
12;2;Why schools in Calcutta (and elsewhere) are stunned by imposition plan. 
13;2;Why renamed places in 
14;2;Oooh! the shame
15;2; the trauma... of driving without the red
16;2; flashing light. (And paying for parking). 
17;2;Now have to learn to live without that flashing red light. 
18;2;BJP leaders in the dock
19;2; lose their light
20;2; naming game
21;2; and more. Also in epaper. 
22;2;UK Parliament votes by 522 to 13 in favour of early national 
23;2;April 19 1906: Nobel Laureate Pierre Curie was run over by a horse-drawn wagon near the Pont Neuf
24;2; Paris
25;2; and killed 
26;2;India to end culture of sirens on cars. 
27;2;From May 1
28;2; only on vehicles: Gadkari.
29;2;No from now on cars of PM
30;2; ministers: transport minister Nitin Gadkari after Cabinet meet. 
31;2;44 feared killed as bus falls into River Tons in Nerwa area of district: police. 
32;2;BSF dismisses Constable Tej Bahadur Yadav from service after a court of inquiry. Bad quality food allegations were base
33;2;jawan Tej Bahadur Yadav
34;2; who took to social media complaining of bad food
35;2; dismissed from service after inquiry.
36;2;U.S. to review lifting of sanctions on Iran: Tillerson 
37;2;Huge haul of milk-boosting hormone in Calcutta. 
38;2;Good news from it seems are thriving at Valmiki reserve. 
39;2;In Sushil Modi lists property chain. 
40;2;3 queens take centrestage. 
41;2;A peek into FIR against leaders in case. 
42;2;Spurned by mom
43;2; this baby at Calcutta has died. 
44;2;India may make it illegal for social messaging platforms to share personal data. 
45;2;Why extradition could take ages. 
46;2;March 20. Plus 15 days. Equals...
47;2;KP Nayar on why discrediting military justice system will not help case. 
48;2;Sharad wants Gujarat CM arrested for trying to push making meat a communal issue.  
49;2;Man shouts at wife in family court. And walks out. 
50;2;Overburdened says it may not be able to hold for college teachers this year. 
51;2;President backs move to make mandatory up to Class X. 
52;2;Nationalist trend spreads-- tightens rules to shield local jobs (and keep out Indians). 
53;2;Visa 'selfie' by CBSE's plans
54;2; blessing
55;2; cloud over and more. Also in epaper. 
56;2;Scotland Yard arrests in London
57;2; but court grants him bail. 
58;2;Liquor baron declared a proclaimed offender
59;2; on extradition warrant: Scotland Yard.
60;2;British Prime Minister Theresa May says she wants to hold early election on June 8: Reuters
61;2; quoting BBC 
62;2;Supreme Court seeks govt's response on a plea to frame national policy to promote and 
63;2;JK: Schools  colleges shut down after clashes
64;2; demands Presidential rule 
65;2;Beetle from grips litchi crop in 
66;2;Supreme Court asks govt to explain why need pre-censorship.  
67;2;"US NSA H.R. to arrive in today; to hold talks with NSA "
68;2;Why you should shun water at beaches. 
69;2;Having lost Kerala bypoll
70;2; won't have to keep its promise of 'good quality 
71;2;So
72;2; is -- and not to blame for stipend crisis faced by 4000 scholars? 
73;2;The middleman (or conman) nephew tapped to bribe election commission officials. 
74;2;Can  Air India enforce fines on unruly passengers for 
75;2;Top law advisor backs use of human shield
76;2; but some veteran generals see breach. 
77;2;Arrest of a conman and bribe charges against nephew churns politics. 
78;2;How cloaked debate in Draupadi's robes. 
79;2;Draupadi and campuses in erupt
80;2; politics
82;2;CBI books 12 leaders in case. 
83;2;Supreme Court summons boss
84;2; orders sale of slice. 
85;2;SC summons Home Secretaries of West Bengal
86;2; UP
87;2; Karnataka
88;2; Tamil Nadu
89;2; Bihar  Jharkhand for nice try filling police vacancie
90;2;Manini Chatterjee on why writings are still an indictment of India. 
91;2;Why wants paper trail in elections. 
92;2;Govt to set up panel to study service conditions of paramilitary forces. 
93;2;Amit Roy on an potboiler.  
94;2;Muslim body lays down code of conduct during divorce
95;2; but won't ban 
96;2;Modi's call to ensure justice for women facing evil customs.  
97;2;PM's pitch for sisters
98;2; board's stand on an potboiler. And more. Also in epaper. 
99;2;Why the always meets this man when he visits eastern India. 
100;2;Secessionists in and the next generation. 
101;2;In 7Days: secessionists
102;2; tete-a-tete with a former president
103;2; a dying language
104;2; and more. 
105;2;Farooq Abdullah wins seat -- with just 4% of total votes. 
106;2;No govt probe yet into video on by army. 
107;2;As learns to follow rules
108;2; funds for poor students dry up. 
109;2;From panchayat to Parliament seems to be boss Amit Shah's goal. 
110;2;Why the PM may hang out
111;2; but you should not. 
112;2;A PM who hangs out
113;2; lotus garden dreams
114;2; cash lock on JNU students and more. Also in epaper. 
115;2;7 coaches of Meerut-Lucknow Rajya Rani Express derail near Rampur
116;2; Uttar Pradesh VIDEO: 
117;2;Counting of votes for to Lok Sabha constituency begins.
118;2;What Calcutta is doing to get mom to accept her calf. 
119;2;To stress dress code
120;2; Mecca issues picture cards. 
121;2;Security on border put at risk by trade. 
122;2;With national body meeting
123;2; readies stage for 2019. 
124;2;6 features of extended stay in 
125;2;BSP boss is not averse to joining forces with non-BJP parties. 
126;2;Army under fire after alleged tactic in  
127;2;The untold love story of and Ayesha Mukherjee. 
128;2;Vile tactic in Valley
129;2; a love story
130;2; a giraffe spurns its calf
131;2; Gandhi  Champaran
133;2;Man seen tied to army jeep in video from JK identified
134;2; while the unit involved was PTI
135;2; quoting officials
136;2;3 arrested in connection with of men on polling day in Budgam on April 9: Police.
137;2;Hijacked Indian Dhow Al-Kausar released 
138;2;Good show by pales next to 329% jump in imports. 
139;2;Transparency in Looking for India's ranking? Start at the bottom. 
140;2;How to stop (and loot) a express with just a coin. 
141;2;States rename roads to duck ban on but top court won't step in till after summer break. 
142;2;Research seats at hit again as regulator tightens rules for guides. 
143;2;How lost its deposit in Rajouri Garden stronghold. 
144;2;In Bengal Trinamool vote share goes up
145;2; but surges to runner-up slot. 
146;2;3 men die trying to save friend from on  
147;2;What results mean for others. 
148;2;Half full
149;2; half empty for cloud over research
150;2; breather for highway booze
152;2;Setting up court at home
153;2; Justice asks Chief Justice of India
154;2; bench to appear before him. 
155;2;Dargah Trust volunteers in SC to clear in 908sq metre.
156;2;President clears for pieces of supporting legislation related to 
157;2;By-polls: retains Kanthi Dakshin
158;2; retains assembly seat 
159;2;7% voter turnout in Kashmir's re-poll 
160;2;All you need to know about Election Commission's 'open challenge' to hack 
161;2;Foreign journalists in North Korea gather for 'big event' amid tensions 
162;2;Rehearsing for and more. In our Guwahati epaper. 
163;2;Cops dug out these to  healers who were buried alive for practising 
164;2;Bihar sets Rs25lakh fee for who skip after subsidised education. 
165;2;A visit to retracing trip. 
166;2;Why may not show in 
167;2;Did the Supreme Court chicken out while deciding on 
168;2;How (but not failed govt's birthplace test. 
169;2;10 years
170;2; Rs 42 crore needed to repair damage to floodplain from event. 
171;2;Try hacking India's Election Commission challenges all. 
172;2;never wanted cows to become  a burden on farmers
173;2; Pawar points out. 
174;2;Bounty on Savarkar on Yamuna damage bill
175;2; Sita's birthplace
177;2;20 IAS officers in including Principal Secretary Information Navneet Sehgal
178;2; transferred in 1st major shuffle by 
179;2;Centre moves against Supreme Court verdict lifting shield. 
180;2;Crusader pleads for saving 
181;2;Sangh puts up show of strength in 
182;2;India
183;2; to look beyond defence during visit. 
184;2;Murder of Pune activist fuels fears against revived UPA clause in law. 
185;2;In few tears for father of 3 killed by stones. 
186;2;Sukanta Chaudhuri on and what it means for Indian 
187;2;scraps pension yojana. Cycle tracks may also be broken
188;2; say sources
189;2;Subir Bhaumik on why in should worry Calcutta
190;2; Guwahati. 
191;2;Even benchmark for pro-poor leader seems to be 
192;2;How had offered India consular access to 
193;2;Pak terms for access
194;2; model for Modi
195;2; activist is killed
197;2;Defence Partnership 
198;2;Preliminary enquiry by against Health Minister for alleged money laundering.
199;2;Menu at dinner: praise for And more praise. 
200;2;Why body will not pull up either or 
201;2;Chain of wrong drugs. No senior doctor to check. Then death. All this at Delhi.  
202;2;What to  men said when cops found carcass in car boot... 
203;2;How bypoll was put off-- on ruling combine's request. 
204;2;Admission of defeat in Kashmir
205;2; tougher road laws
206;2; Leander and Mahesh get away
208;2;PM and Australian PM at Temple 
209;2;Pak court sentences to death for spying. 
210;2;Lok Sabha adjourned for 3rd time till 1.50pm as Opposition uproar over leader Tarun Vijay's remarks continues. 
211;2;Cong forced to  adjournments in pre-noon session over alleged misuse of ED and CBI against opposition Chief Ministers.
212;2;The How and Why of (or
213;2; how not to bore your friends). 
214;2;Few takers in for Mamata's Torsa plan. 
215;2;Govt mulls giving power to award to teachers. 
216;2;Some see hope in comments. 
217;2;Not  a girl reared by monkeys
218;2; after all. 
219;2;Fewer Pollution
220;2; paddy fields could be to blame. 
221;2;8 killed in election violence
222;2; record low turnout. 
223;2;Road safety crusader to fight bid to bypass order on highway 
224;2;Badly equipped surgery
225;2; panic and deaths. At India's top hospital. 
226;2;Killed in deaths in not girl after all. And more. Also in epaper. 
227;2;Indian Navy Ships respond to Piracy Attack on Foreign Merchant Vessel in Gulf of Aden 
228;2;All you need to know about 2017 across eight states VIDEO: 
229;2;3 killed
230;2;" several injured as mobs storm polling booths; Low 3.3 % turnout till 11 am "
231;2;Mukul Kesavan on how  justifies even though it controls the machinery of the state. 
232;2;We
233;2; the People of are going back to a economy
234;2; numbers show. 
235;2;No supporting any activity that is violent...against the law: Ram Madhav.  
236;2;India has changed
237;2; the has to re-invent itself
238;2; Ram Madhav tells 
239;2;3 quaint digs for those on a budget (or even less). 
240;2;full interview inside in 7 Days. 
241;2;Calcutta's suddenly cannot have enough of mother's dishes --but outsourced from outlets. 
242;2;There is no barometer for patriotism
243;2; Ram Madhav tells in a wide-ranging interview. 
244;2;In 7 Days: QA with Ram Madhav
245;2; road to economy
246;2; home-cooked food
248;2;A to tackle less wheat
249;2; mangoes
250;2;" chicken; more pulses"
251;2; veggies
252;2; mutton
253;2; 
254;2;Govt to go after militants with 'utmost harshness'
256;2;5640 is less than 155 in world
257;2; as she opts for over 
258;2;Modi promises early deal. But... 
259;2;Modi takes plunge
260;2; Raje's Stock-home syndrome
261;2; strategy
263;2;Andhra govt to turn a into a museum. 
264;2;for private airlines follow in revoking flying ban on Sena's 
265;2;Man arrested over truck deaths suspected to have carried out attack.
266;2;22 agreements signed
267;2; but water pact remains elusive for India
269;2;Vijayvargiya dares to arrest leaders. 
270;2;Theme village on or a sanctuary? 
271;2;Reservoirs to financial deal
272;2; works on options to get backing on 
273;2;Sunanda K Datta-Ray on why political ethos must be faulted for the racist attacks on students. 
274;2;How lawmaker ticked 3 boxes: supremacist
275;2; upper-caste
276;2; Hindi-belt party. 
277;2;Modi's gesture for BJP's spot
278;2; Air India lifts no-fly ban on MP
280;2;In stone-pelters miss Mehbooba's brother but he gets the message. 
281;2;A tale of to  prime ministers
282;2; told by GST. 
283;2;Modi had tested waters with letter to on 
284;2;As lands in Delhi
285;2; an untold story of how Pranab Mukherjee nixed plan to unseat her. 
286;2;Close shave for passengers of and planes at Delhi airport. 
287;2;What Sushma forgot in racism sermon: Modi
288;2; MMS too had cried racism while Oz was probing Indian attacks  
289;2;Supreme Court asks 6 states to explain why vigilantes should not be banned. 
290;2;Perfectly happy with the players we've got
291;2; Sanjiv Goenka tells 
292;2;Bengal in a fix over bars: pay for repairs
293;2; or let take a hit? 
294;2;How sword-wielding processions left gaping. 
295;2;5 kids orphaned: their parents were branded and hacked to death. 
296;2;Air India to tighten security at Mumbai  Pune as threatens to stall airline's operations there. 
297;2;RBI keeps policy rate unchanged at 6.25%.
298;2;Sena's apologises in Parliament
299;2; but won't say sorry to man he had assaulted. 
300;2;China lodges protest with India's Ambassador in Vijay Gokhale over the visit to Arunachal Pradesh: Foreign Ministry.
301;2;"No Change in word limit in RTI queries; no application will be rejected only on the ground of containing more than 500"
302;2;KP Nayar on why Narendra Modi can be satisfied with his policy. 
303;2;In court's limit of 500m leaves very few watering holes (and is dry). 
304;2;Voting pattern shows cofounder
305;2; wife were split over COO 
306;2;What did for some stretches of highways (to save bars?). 
307;2;Riddle over 'formerly' tag on collection. 
308;2;Mystery over art
309;2;  roads
310;2; what 500m is in And more. Also in epaper. 
311;2;Trump repeals Obama-era broadband rules. 
312;2;High Court orders govt to waive of all drought-hit farmers. 
313;2;India's old ties with should continue to be nurtured
314;2; says Kanwal Sibal. 
315;2;Bengal looks at ways to change classification of to bypass order. 
316;2;After SC ban
317;2; worries about unsold stocks. 
318;2;UP: to hold his 1st cabinet meeting today
319;2; big decisions expected
320;2;Trump signs repeal of U.S. broadband privacy rules 
321;2;A initiative helps generate shield in Sundarbans. 
322;2;India plans to deport refugees. 
323;2;Education rankings throw up surprises. 
324;2;After attacks
325;2; envoys upset by silence of and 
326;2;Why African envoys are upset
327;2; best colleges and varsities
328;2; ill-fitting dentures
330;2;To know about the safety features of watch special interview with Dr. Ajay Bhushan Pandey
331;2; CEO today at 7
332;2;Mohandas Pai backs Murthy against COO pay hike. 
333;2;Somali grab Indian with 11 crew members. 
334;2;Corrected. Thanks.
335;2;Poll data show still rules the roost in 
336;2;"BIG STORY: African envoys slam Indian govt for not condemning Gr Noida attack enough; say no visible"
337;2; sufficient measures
338;2;MCD polls: releases second list of 127 candidates
339;2;Daddy dearest
340;2; grooming season dawns in Madhya Pradesh 
341;2;SC to hear petition challenging Bombay HC order on beef ban
342;2;Keeping an eye on your house
343;2; fixing iPhone storage issues and more. in 
344;2;Why India is not ready for manipulation in human embryos. 
345;2;Virulent are going against India's culture (and census)
346;2; says Manini Chatterjee. 
347;2;Son of chief minister reveals his political ambition. 
348;2;Why should only private doctors face punishment? 
349;2;How is going against the wave of transparency in 
350;2;India's opaque law
351;2;  Bengal wishlist
352;2; virulent and more. Also in epaper. 
353;2;The timeline. 
354;2;diary items  
355;2;What do religious have against atheists and 
356;2;At Balagarh in the dying art of 
357;2;Generation to generation
358;2; indignation remains well-fed
359;2; writes Sonia Sarkar. 
360;2;A few reasons to celebrate the uncelebrated
361;2; and sing the song of the sullied. 
362;2;In UP
363;2; carcasses found at home of govt doctor into drugs. 
364;2;In 7 Days: Kashmiri indignation
365;2; Begum Jaan
366;2; vanishing boatmakers
368;2;What happened to restaurants along highways after ban on bars. 
369;2;Flutter at trial raises fresh scare about accuracy. 
370;2;Bypassing highway ban
371;2; trial raises rigging fears
372;2; killers to hang
374;2;Why Sena lawmakers are opposing harsher steps for those assaulting public servants. 
375;2;Delhi Police has arrested MD Ajay Chandra for not developing a project despite getting funds from investors. 
376;2;ED finds leader Chhagan Bhujbal's connection with shell companies after conducting raids in and 
377;2;convoy attacked on Parimpora-Panthachowk bypass in Police
378;2;These are things that will get cheaper  costlier for you from April 1 
379;2;Saha's preference: One-dayers  T20s 
380;2;Ram Guha on what he finds outstanding about Shivshankar Menon's book Choices. 
381;2;How theatre festival got muffled. 
